,importance,stddev,p_value,n,p99_high,p99_low
rgb910_min,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb242_50%,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb891_max,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
aud25_25%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
aud13_min,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb251_75%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb361_mean,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb565_std,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb564_max,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb69_25%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb361_50%,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb864_50%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb508_max,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb780_min,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb691_25%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
aud123_50%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb407_std,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb407_max,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb507_75%,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
aud125_mean,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
e362,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb989_max,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb677_75%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb361_max,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb197_min,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
aud123_25%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb320_75%,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb689_mean,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb140_std,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb411_max,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb433_min,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
aud125_50%,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb361_75%,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb585_mean,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb242_75%,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb863_mean,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
aud72_mean,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb249_75%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb562_mean,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb912_75%,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb562_25%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb197_max,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb863_50%,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb912_max,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
aud127_std,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb410_max,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb354_std,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb555_50%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb574_75%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb903_std,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
aud111_75%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
aud104_max,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb148_50%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb401_75%,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb401_50%,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb401_25%,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb79_std,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb159_mean,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
e442,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb401_mean,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
e439,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
aud78_50%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb422_max,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb329_min,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
e433,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb790_25%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb401_max,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb552_75%,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb555_25%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb552_max,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb511_max,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb571_25%,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb880_max,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb418_mean,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
aud80_25%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb553_max,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
aud80_std,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
aud105_75%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb97_50%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb794_std,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb259_std,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb903_min,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb794_max,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
aud110_std,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
e505,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb147_min,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
aud19_min,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb78_25%,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
aud21_25%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
aud21_50%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb77_max,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb555_mean,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb427_25%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
aud24_min,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
aud24_25%,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
aud74_25%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
e386,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
e385,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
aud15_std,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb403_50%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb679_75%,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb360_mean,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
aud122_max,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb96_std,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb887_25%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
aud3_mean,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb887_50%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb555_min,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
aud74_50%,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb549_std,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb85_max,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
rgb261_75%,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
rgb884_max,0.008525149190110826,0.007382995769688308,0.09175170953613696,3,0.05083053367825264,-0.03378023529803099
aud21_max,0.008525149190110826,0.007382995769688309,0.09175170953613697,3,0.050830533678252646,-0.033780235298030994
