,importance,stddev,p_value,n,p99_high,p99_low
rgb902_50%,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb503_std,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb269_mean,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb187_25%,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb130_25%,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb680_std,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb651_50%,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb213_std,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb920_75%,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb269_75%,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb581_25%,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb468_75%,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb548_max,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb429_50%,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb897_std,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb187_min,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb916_max,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
aud89_25%,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb419_min,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb43_50%,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
aud99_50%,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
aud41_max,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb538_std,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb651_mean,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb269_50%,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb75_75%,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb1000_25%,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb438_std,0.009397355216953543,0.00437672298587355,0.03265090044691113,3,0.034476463277079865,-0.015681752843172782
rgb899_50%,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb620_max,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb324_min,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb0_25%,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb899_25%,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb0_min,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb312_75%,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
e56,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb38_25%,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb167_mean,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb167_25%,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb167_75%,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb140_std,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb470_75%,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb471_50%,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb966_mean,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb434_mean,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb682_mean,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
aud79_75%,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb15_max,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb368_max,0.009389671361502261,0.008131693932248175,0.09175170953613696,3,0.05598517934703268,-0.03720583662402816
rgb864_75%,0.009379959821973519,0.001194282471728039,0.0026801434210797204,3,0.016223330823395082,0.0025365888205519547
rgb317_50%,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb944_75%,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb871_mean,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb85_mean,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb299_75%,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb299_50%,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb299_mean,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb423_min,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb782_25%,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb90_mean,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb828_mean,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb90_25%,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb90_75%,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
e475,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb742_50%,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb674_mean,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb828_25%,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb828_min,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb622_50%,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb935_mean,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
e498,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb564_min,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb363_50%,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb219_mean,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb651_max,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
aud79_25%,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb564_50%,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
aud25_75%,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb611_mean,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb838_25%,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb690_mean,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb439_25%,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb400_50%,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb681_50%,0.008690440515432885,0.0,0.5,3,0.008690440515432885,0.008690440515432885
rgb772_min,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb117_min,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb867_min,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb77_mean,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb848_mean,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb758_mean,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
e63,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
e53,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
e431,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb273_75%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
e263,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
aud118_min,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
aud112_25%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb629_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb884_50%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb966_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb806_75%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb273_50%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb884_25%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb682_50%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb574_25%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb114_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb419_25%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb138_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb719_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb119_mean,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb593_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb443_25%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb173_min,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb318_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
aud52_min,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb196_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb712_75%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb82_min,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb889_75%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb889_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb126_25%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb889_mean,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
e18,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb125_75%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb174_min,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
aud38_max,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
aud56_max,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb79_75%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb945_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb204_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb972_50%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb585_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb531_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb85_75%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb685_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb670_25%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb595_75%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb386_max,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
e92,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb223_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb403_max,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb237_75%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb28_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb224_75%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb270_mean,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb107_50%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb224_max,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb612_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb109_50%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb735_25%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb1017_50%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
aud6_max,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
e181,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb228_25%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb68_min,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb553_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb881_25%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb224_mean,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb270_75%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
aud6_75%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb224_50%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb107_mean,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb107_25%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb455_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb524_std,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb24_mean,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
e94,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb899_75%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
rgb357_75%,0.008306247742867368,0.005004119342921969,0.051342269081499935,3,0.03698040650319387,-0.020367911017459134
