,importance,stddev,p_value,n,p99_high,p99_low
rgb13_min,0.001355618376895018,0.002347999904456227,0.21132486540518713,3,0.014809918207861131,-0.012098681454071095
rgb81_25%,0.001355618376895018,0.002347999904456227,0.21132486540518713,3,0.014809918207861131,-0.012098681454071095
rgb934_mean,0.001355618376895018,0.002347999904456227,0.21132486540518713,3,0.014809918207861131,-0.012098681454071095
rgb393_max,0.001355618376895018,0.002347999904456227,0.21132486540518713,3,0.014809918207861131,-0.012098681454071095
rgb86_25%,0.001355618376895018,0.002347999904456227,0.21132486540518713,3,0.014809918207861131,-0.012098681454071095
rgb953_min,0.001355618376895018,0.002347999904456227,0.21132486540518713,3,0.014809918207861131,-0.012098681454071095
rgb243_std,0.001355618376895018,0.002347999904456227,0.21132486540518713,3,0.014809918207861131,-0.012098681454071095
rgb475_max,0.001355618376895018,0.002347999904456227,0.21132486540518713,3,0.014809918207861131,-0.012098681454071095
rgb555_75%,0.001355618376895018,0.002347999904456227,0.21132486540518713,3,0.014809918207861131,-0.012098681454071095
aud81_mean,0.001355618376895018,0.002347999904456227,0.21132486540518713,3,0.014809918207861131,-0.012098681454071095
rgb86_50%,0.001355618376895018,0.002347999904456227,0.21132486540518713,3,0.014809918207861131,-0.012098681454071095
aud46_50%,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb225_mean,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
e464,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb796_max,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb721_75%,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb492_75%,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb42_min,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb492_50%,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb682_max,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb976_max,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb426_75%,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb943_min,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb970_75%,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
aud34_50%,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb492_25%,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb492_mean,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb313_75%,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb692_75%,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb955_75%,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb813_50%,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb592_mean,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb846_std,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb766_25%,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb692_mean,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
rgb176_max,0.0013460717686069785,0.007138085636954957,0.3874831605379689,3,0.04224809403719226,-0.0395559504999783
